,id|title|starring|writer|editor|
990,1054||Philip Morrison|||
991,1056||Rosa Aurelia Martu00EDnez Suu00E1rez Mario Soffici|Antonio Cunill Jr. Marco Denevi||
992,1057||Arthur Duarte Ribeirinho Vasco Santana Laura Alves Leonor Maia Teresa Gomes|||
993,1058|San Francisco|Spencer Bonaventure Tracy Jeanette Anna MacDonald William Clark Gable|Robert E. Hopkins||
994,1059|Straight Shooter|Dennis Lee Hopper|||
995,1060||Jackie Shroff Atul Agnihotri Kajol|Anil Kalekar||
996,1061|||Jannicke Systad Jacobsen||
997,1062||Moushumi Chatterjee	 Santosh Dutta|||
998,1064|Retenez Moi...Ou Je Fais Un Malheur|Michel Blanc Charlotte de Turckheim Joseph Levitch|Michel Gerard||
999,1065|Grand Theft Auto|Elizabeth Rogers Nancy Morgan|Harold Rance Beckenholdt Ronald William Howard||
1000,1066|Filantropica|Mircea Diaconu Mara Nicolescu Gheorghe Dinic?|Nae Caranfil||
1001,1067||Dominika Ostalowska|Jerzy Stuhr||
1002,1068||Anne Jacqueline Hathaway Anna Kay Faris Jacob Benjamin Gyllenhaal Michelle Ingrid Williams Randall Rudy Quaid Heath Andrew Ledger Linda Edna Cardellini|Larry Jeff McMurtry Diana Lynn Ossana Annie Proulx||
1003,1069|All for Science|Reggie Morris|Albert Glassmire||
1004,1070|Eleni|Patricia Colleen Nelligan Oliver Cotton Ronald Pickup Linda Hunt John Gavin Malkovich Glenne Headly|Nicholas Gage Steve Tesich||
1005,1071|Gosford Park BAFTA Award for Best Film|Clive Owen Matthew Ryan Phillippe Margaret Natalie Smith Kelly Macdonald Ilyena Vasilievna Mironov Jeremy Philip Northam Emily Anita Watson|Julian Alexander Fellowes||
1006,1072||Linda ?verli Nilsen Tommy Wirkola Natasha Angel Dahle Martin Hykkerud Frank Arne Olsen Stig Frode Henriksen|Stig Frode Henriksen Tommy Wirkola||
1007,1073||Ruffa Mae Quinto Pokwang Candy Pangilingan Eugene Domingo|||
1008,1074||Mabel Normand|||
1009,1075|Mortuary|Rocky Marquette Daniel Byrd Denise Michelle Crosby Courtney Peldon Brandon Hall Alexandra Adi|Jace Anderson Adam Gierasch||
1010,1076|Salome|James Lablache Stewart Charles Laughton Margarita Carmen Cansino|Jesse Lasky Jr. Harry Kleiner||
1011,1077|Life with Mikey|Cyndi Lauper Joseph Lane David Krumholtz Michael Andrew Fox Christina Vidal|Marc Lawrence||
1012,1078|Quadrophenia|Philip Davis Sting (musician) Phillip Daniels Leslie Ash Mark Wingett Ray Winstone|Pete Townshend||
1013,1079|The Rundown|The Rock (entertainer) Rosario Dawson Ronald Walken Seann William Scott|Story: R.J. Stewart Screenplay: R.J. Stewart James Vanderbilt||
1014,1080|When the Last Sword Is Drawn|Koichi Sato Kiichi Nakai Yui Natsukawa Takehiro Murata|Jiro Asada Takehiro Nakajima||
1015,1081|The Frozen North|Joseph Frank Keaton VI|Joseph Frank Keaton VI Edward F. Cline||
1016,1082||Jayne Smith Richard Gesswein James Cole|Budd Lewis Cullen Blaine||
1017,1083|The Hidden Blade|Takako Matsu Yukiyoshi Ozawa Masatoshi Nagase|Y?ji Yamada Sh?hei Fujisawa Yoshitaka Asama||
1018,1084|China Gate|Lee Van Cleef Angeline Brown Nat King Cole Gene Barry|Samuel Fuller||
1019,1085||William Edgar Buchanan Frederick Austerlitz Jr. Chill Wills Andrew Vabre Devine Walter Andrew Brennan|Richard Carr (writer)||
1020,1086|Aunt Bill|Oliver Hardy|||
1021,1087|The Others|Christopher Eccleston Elaine Cassidy James Bentley Fionnghuala Flanagan Nicole Mary Kidman Alakina Mann|Alejandro Fernando Amenu00E1bar Cantos||
1022,1089|Nixon|Edward Allen Harris E.G. Marshall Philip Anthony Hopkins James Howard Woods Paul Anthony Sorvino Robert William Hoskins Powers Boothe Joan Allen|Christopher Wilkinson Stephen J. Rivele William Oliver Stone||
1023,1090|A Creampuff Romance|Roscoe Arbuckle|||
1024,1091||Shriya Saran Prabhu Kastoorirajan|||
1025,1092|Katherine|Henry Winkler Mary Elizabeth Spacek Arthur William Matthew Carney|Jeremy Kagan||
1026,1093|Gabriel|Andy Whitfield Erika Heynatz Michael Piccirilli Samantha Noble Dwaine Stevenson|Matt Hylton Todd Shane Abbess||
1027,1094|Zenobia|Mary William Ethelbert Appleton Burke Alice Brady Oliver Hardy Hattie McDaniel Harry Langdon|Corey Ford||
1028,1095|Shadow of the Sword The Headsman|Peter McDonald (actor) Nikolaj Coster Waldau|Susanne Freund||
1029,1096||Ahmad Nisfu Teuku Zakaria Saadiah|||
1030,1097||Wallace Fitzgerald Beery John Cecil Pringle|||
1031,1098|Deadly Blessing|Susan Buckner Maren Jensen Jeff East Sharon Vonne Stone|Glenn M. Benest Wes Craven Matthew Barr||
1032,1099|War of the Buttons|Colm J. Meaney John Coffey (actor) Brendan McNamara Gregg Fitzgerald Liam Cunningham (actor)|Louis Pergaud||
1033,1100||Catalina Asta Jos? ?lvarez|Bernardo Gonz?lez Arrilli Enzo Aloisi||
1034,1101||Jeff Morrow (actor) Leigh Snowden Rex Reason|Arthur A. Ross||
1035,1102||Billy Bob Thornton John Arthur Lithgow Hank Albert Azaria|Nicholas Kazan Stephen Gyllenhaal||
1036,1103|Destination Moon||Rip Van Ronkel James O'Hanlon Robert A. Heinlein||
1037,1104|A Better Tomorrow|Ti Lung u5F35u767Cu5B97 (Cheung Fat Chung) Chow Yun-Fat|Yusen Wu Chan Hing-Ka Leung Suk-Wah||
1038,1105||Kimila Ann Basinger Alexander Rae Baldwin III|Jim Thompson Walter Hill||
1039,1106|Still of the Night|Jessica Tandy Mary Louise Streep Roy Richard Scheider|Robert Benton David Newman (story)||
1040,1107|Bad Timing|Art Garfunkel Theresa Paup Daniel Massey (actor) Denholm Mitchell Elliott Harvey Keitel|Yale Udoff||
1041,1108||Stephen Scott Mili Avital|Peter Barnes||
1042,1109||Tito Lusiardo|Leopoldo Torres R?os||
1043,1112|Cypher|Jeremy Philip Northam Nigel Bennett Lucy Alexis Liu Timothy Webber|Brian King (writer)||
1044,1113|Mississippi Burning|Eugene Alden Hackman William J. Dafoe Frances Louise McDormand|Chris Gerolmo||
1045,1114|View Askewniverse Dogma|Chris Rock Linda Fiorentino Jason Lee (actor) Benjamin Gu00E9za Affleck George Carlin Alan Sidney Patrick Rickman Jason Edward Mewes Matthew Paige Damon Salma Hayek Jimu00E9nez|Kevin Patrick Smith||
1046,1115||Luis Sandrini|Conrado Nal? Roxlo Jos? B. Cairola||
1047,1116||Philippe Noiret Andr?a Ferr?ol Michele Placido Vittorio Mezzogiorno|Tonino Guerra Francesco Rosi||
1048,1117||Stellan Skarsg?rd Peter Haber Birgitta Andersson Ulf Brunnberg Bj?rn Gustafson|Hans ?ke Gabrielsson Stig Boqvist||
1049,1118|El desencanto|Leopoldo Mar?a Panero Michi Panero Felicidad Blanc Juan Luis Panero|Jaime Chu00E1varri||
1050,1119|The Bay Boy Genie Award for Best Motion Picture|Kiefer William Frederick Dempsey George Rufus Sutherland|Daniel Petrie||
1051,1120||Veerendra Meher Mittal Sunder (actor)|||
1052,1121||Richard Mulligan Hamilton Camp Kim Richards|Martin Kitrosser<BR/>Carol Watson<BR/>Bruce Franklin Singer (credited as Bruce Singer)||
1053,1122||Kemal Sunal|R?fat Ilgaz Umur Bugay||
1054,1123|Serial (film) Universal Pictures||||
1055,1124||Bernard Hill Ioan Gruffudd Justine Waddell Clive Russell Ian McDiarmid Charlotte Rampling|Charles Dickens||
1056,1125|Sukiyaki Western: Django|Quentin Jerome Tarantino Shun Oguri Hideaki Ito Masanobu Ando|||
1057,1126||u53E4u5929u6A02 Gao Yuanyuan Xiu00E0 Lu00ECng-Zhu00E8ng Michael Hui Charlene Choi Ting Man|Jackie Chan (story) Alan Yuen Benny Chan||
1058,1127|Kameleon 2|Sietse Klinkhamer Hielke Klinkhamer|||
1059,1128|It's a Cinch|Monte Collins|||
1060,1129|Slow Burn|Bruce McGill Raymond Liotta LL Cool J Robert Torry Scott Diggs Jolene Blalock Mekkhi Thira Phifer Chiwetel Ejiofor|Anthony Walton Wayne Beach||
1061,1130|||Tom Amundsen||
1062,1132|To Die For|Anthony Declan James Slattery Dillie Keane Jean Boht John Altman Thomas Arklie Ian Williams|Johnny Byrne Paul McEvoy||
1063,1133||Layke Anderson Karl Davies Lauren Steventon|Mark Jay||
1064,1134|White Men Can't Jump|Freeman Williams Kevin Benton Duane Martin Rosa Maru00EDa Pu00E9rez Frank Rossi Ernest Harden Jr. Nigel Miguel David Roberson Woodrow Tracy Harrelson Cylk Cozart John Marshall Jones Wesley Trent Snipes Kadeem Hardison Marques Johnson Tyra Ferrell Louis Price Eloy Casados|Ron Shelton||
1065,1135|Songcatcher|Pat Carroll Janet McTeer Michael Davis Jane Adams (actress) Emmanuelle Grey Rossum E. Katherine Kerr Michael Goodwin|Maggie Greenwald||
1066,1136||Nicole de Boer Joy Tanner|Richard Beattie||
1067,1137|Achtung! Banditi!|Luigina Lollobrigida Andrea Checchi|Giuseppe Dagnino||
1068,1139|wkw/tk/1996@7u203255u2033hk.net|Tadanobu Asano Karen Joy Morris|||
1069,1140|Fright Night II|Julie Carmen William Ragsdale Roderick Andrew Anthony Jude McDowall Traci Lind|Tom Holland Thomas George Wallace||
1070,1141||Dana Thomas Carvey Alicia Christian Foster Morgan Freeman Garry Shandling|Terry Rossio Ted Elliott||
1071,1142||Denis Hills Tony Sibbald Joseph Olita|Wade Huie||
1072,1143||Charles McGraw Ann Marie Blyth Robert Mitchum William Talman|William Wister Haines Milton Krims||
1073,1144||Joshua Carter Jackson Tina Marie Majorino Keith Ian Carradine|Harry Goodridge||
1074,1145|What Will You Do When You Catch Me?|Bronis?aw Pawlik Krzysztof Kowalewski Stanis?aw Tym|Stanis?aw Bareja Stanis?aw Tym||
1075,1146|The Blood Beast Terror|Wanda Ventham Robert Flemyng Vanessa Howard Peter Wilton Cushing|Peter Bryan||
1076,1147||Sean Patrick Duke Matthew Lillard|Nathan Ives Ashley Scott Meyers||
1077,1148|The Lost Lie|Ruth Hampton|Judge Willis Brown||
1078,1149||Rick Gianasi Susan Byun Bill Weeden]|Lloyd Kaufman Andrew Osborne   Jeffery W. Sass||
1079,1150|The Pirates of Malaysia|Jacqueline Sassard Andrea Bosic Steve Reeves|Ugo Liberatore Emilio Salgari Jaime Comas Gil V?ctor Andr?s Catena||
1080,1151||Tom Rader|Kathleen Luckin||
1081,1152|A Wicked Tale|Catherine Sng Johan Ydstrand Evelyn Maria Ng Wolf Danker|Tzang Merwyn Tong||
1082,1154||Terrance Quinn Bryan Brown George Hosato Takei|Brian A. Williams Denis Whitburn||
1083,1155||Noah Beery Lowell Sherman Al Jolson Lois Moran|Irving Berlin James Gleason Gordon Rigby Joseph Jackson||
1084,1156||Yumi Shirakawa Kenji Sahara|Takeshi Kimura Takeo Murata Ken Kuronuma||
1085,1157|Monkeybone|Giancarlo Giuseppe Alessandro Esposito Caryn Elaine Johnson Bridget Jane Fonda Thomas McMillen Brendan Fraser Rose Arianna McGowan David Scott Foley Christopher Lee Kattan|Kaja Blackley Sam Hamm||
1086,1158||Vinod Pande Seema Rahmani Shiney Ahuja|||
1087,1159||Raiford Chatman Davis Michael Scudamore Redgrave Ian Bannen Ian Hendry Thomas Sean Connery Harry Fleetwood Andrews|R.S. Allen Ray Rigby||
1088,1160||Kelly Ann McGillis Susie Porter|Anne Kennedy Dorothy Porter||
1089,1161||Maximilian Schell Lois Nettleton Lawrence Pressman|Edward Anhalt||
1090,1162||Richard Edward Pasco Barbara Shelley Christopher Frank Carandini Lee Michael Goodliffe Peter Wilton Cushing|John Gilling||
1091,1163|Spring Fever|Harold Lloyd|||
1092,1164||Melanie Deanne Moore Jud Tylor|Elisa Bell||
1093,1165|A Girl's Stratagem|Mae Marsh|George Hennessy||
1094,1166||Henryk Kluba Michal Zolnierkiewicz|Roman Polanski Andrzej Kostenko||
1095,1167||Elena Anaya Jos? Mar?a Yazpik Dami?n Alcazar Mario Iv?n Mart?nez Juan Manuel Bernal Margarita Sanz Patricia Llaca|Georges Simenon Vicente Le?ero Walter Doehner||
1096,1168|Nightflyers|Michael David Prince Lisa Blount Glenn Withrow John Ronald Leon Catherine Mary Nursall|Robert Jaffe George R.R. Martin||
1097,1169||Symona Boniface Jerome Lester Horwitz Olaf Hytten Harry Moses Horwitz Thomas Richard Potts Bud Jamison Larry Fine (actor) Lelah Tyler Emory Parnell|||
1098,1170|Ride with the Devil|Jeffrey Wright Simon Baker Kathleen Warfel Tobias Vincent Maguire Jeremy W. Auman Scott C. Sener Glenn Q. Pierce Bryan Ray Trout|James Schamus Daniel Woodrell||
1099,1171||Parveen Babi Reena Roy Raj Babbar Jeetendra|||
1100,1172|Father Goose|Archibald Alec Leach Leslie Claire Margaret Caron Trevor Howard|Peter Stone Frank Tarloff S. H. Barnett||
1101,1173|American Ninja V|Lee Reyes David Bradley %28American actor%29|John Bryant Hedberg Greg Latter George Saunders (screenwriter)||
1102,1174|Run|Patrick Galen Dempsey Kelly Kamalelehua Smith|Dennis Shryack Michael Blodgett||
1103,1175|Quill|Kaoru Kobayashi Yukika Sakuratani|Kengo Ishiguro Ryohei Akimoto||
1104,1176|When the Wind Blows|Dame Peggy Ashcroft Sir John Mills|Raymond Briggs||
1105,1178||Ray Chippeway Michael A. Miller Dennis Larden Lonny Stevens|George Foster (screenwriter) Bob Booker Stan Cornyn||
1106,1179|Red Eye|Rachel McAdams Cillian Murphy Brian Cox Jayma Suzette Mays|Dan Foos Carl Ellsworth||
1107,1180||Phylis Lee Isley Luis Antonio Damaso de Alonso Jacob Julius Garfinkle Pedro Gregorio Armendu00E1riz Hastings|John Marcellus Huston Robert Sylvester Peter Viertel||
1108,1181|Oxford Blues|Robert Hepler Lowe Alexandra Elizabeth Sheedy Amanda Pays|Robert Boris||
1109,1182||Erna Martha Bauman Mauricio Garc?s Guillermo Murray Silvia Fournier|Alfredo Salazar Jes?s Murcielago Vel?zquez||
1110,1183|Downhill|Isabel Jeans David Ivor Davies Ian Hunter (actor)|David Ivor Davies Constance Collier Eliot Stannard||
1111,1184|The Original Kings of Comedy|Cedric Antonio Kyles Broderick Steven Harvey Darryl Lynn Hughley Bernard Jeffrey McCullough|Steve Harvey D. L. Hughley Cedric the Entertainer Bernie Mac||
1112,"1185|Mortal Kombat: Annihilation|Miriam Soto Lynn ""Red"" Williams Robin Shou Sandra Hess Brian Thompson (actor) William James Remar|Joshua Wexler Ed Boon John Tobias Lawrence Kasanoff Brent V. Friedman Bryce Zabel||"
1113,1186|Houseboat|Archibald Alec Leach Sofia Villani Scicolone Martha Hyer Harry Guardino Charles Herbert Saperstein Paul Peterson|Jack Rose||
1114,1187|||Daniel G Karslake Helen R Mendoza||
1115,1188|Master and Commander: The Far Side of the World|Russell Ira Crowe Paul Bettany William Boyd James D'Arcy|Peter Lindsay Weir Patrick O'Brian John Collee||
1116,1189|||James Sanders||
1117,1190||Franco Ressel Tony Knepper Mario Zanuelli Maria Kimberly Jacques Tati|Bert Haanstra Jacques Lagrange||
1118,1191|Henry V|Michael Maloney Christian Charles Philip Bale Ian Holm Cuthbert Robert Stephens Richard David Briers Emma Thompson Geraldine McKeown David Paul Scofield Brian Blessed Judith Olivia Dench Derek Jacobi Anthony Robert McMillan|William Shakespeare||
1119,1192|Better Halves|Oliver Hardy|||
1120,1193|Academy Award for Best Picture|James Stewart (actor) Elizabeth June Thornburg Mary Leta Dorothy Slaton John Charles Carter Cornel Wilde|Fredric M. Frank Theodore St. John Frank Cavett Barr? Lyndon||
1121,1194||Amjad Khan Stellan Skarsg?rd Madhur Jaffrey Ratna Pathak Naseeruddin Shah|HRF Keating||
1122,1195||Ioan Gruffudd|Steven Knight||
1123,1196|Six Pack|Kenny Rogers Diane Lane Anthony Michael Hall|Alex Matter Mike Marvin||
1124,1197|La Bestia y la Espada Magica|Paul Naschy Beatriz Escudero Julia Saly|Jacinto Molina||
1125,1198||G?raldine Pailhas Clovis Cornillac Beno?t Magimel|Albert Uderzo Gilles Malen?on Jean-Michel Charlier||
1126,1199|Adaptation.|Nicholas Kim Coppola Brian Cox Maggie Ruth Gyllenhaal Chris Cooper (actor) Ronald Joseph Livingston Mary Louise Streep|Susan Orlean Donald Kaufman Charles Stuart Kaufman||
1127,1200|Sin City Sin City Movies|Nicolas Kent Stahl Clive Owen Carla Gugino Michael Clarke Duncan Elijah Jordan Wood Benicio Monserrate Rafael del Toro Su00E1nchez Powers Boothe Walter Bruce Willis Rutger Oelsen Hauer Michael Madsen Jaime King Kimberly Alexis Bledel Joshua Daniel Hartnett Brittany Anne Bertolotti Philip Andre Rourke Jr. Rosario Dawson Devon Edwenna Aoki Jessica Marie Alba|Frank Miller||
1128,1201|The Boy Who Could Fly|Lucy Deakins Bonnie Bedelia Culkin Jay Underwood Mindy Cohn Frederick Aaron Savage|Nicholas Charles Castle Jr.||
1129,1203|Anchorman: The Legend of Ron Burgundy|Christina Applegate Paul Stephen Rudd Steven John Carell John William Ferrell Fred Willard David Koechner Vincent Anthony Vaughn|Adam McKay John William Ferrell||
1130,1204||Aparna Sen Saeed Jaffrey Edith Margaret Emily Ashcroft Larry Pine Victor Banerjee|Ruth Prawer Jhabvala||
1131,1206||Gadde Rajendra Prasad Brahmanandam Kota Srinivasa Rao|Adivishnu||
1132,1207|The Yakuza|Robert Anson Jordan Kishi Keiko Gouichi Oda Robert Mitchum|Robert Towne Paul Schrader Leonard Schrader||
1133,1208|The Bishop's Wife|Archibald Alec Leach James David Graham Niven Gretchen Young|||
1134,1209|The Bridge at Remagen|Bradford Dillman Biagio Anthony Gazzara E.G. Marshall Robert Francis Vaughn George Segal|Roger O. Hirson William Roberts (screenwriter) Richard Yates (novelist)||
1135,1210|The Enchanted Cottage|Robert Young Dorothy Hackett McGuire|DeWitt Bodeen Herman J. Mankiewicz Arthur Wing Pinero||
1136,1211|The Mummy|Zita Johann David Manners William Henry Pratt Edward van Sloan|John L. Balderston||
1137,1212|The Last Horror Movie|Mark Stevenson Kevin Howarth|James Handel||
1138,1213||Ethel Jewett Victory Bateman Ernest Joy Howard Davies William Davis Garwood Jr.|||
1139,1214|Wine of Youth|Niles Welch Creighton Hale Charles William Haines Eleanor Boardman|Carey Wilson (writer) Rachel Crothers||
1140,1215|Silver Lode|Dan Duryea John Payne (actor) Emma Matzo|||
1141,1216|Matrimony Blues|Spencer Bell Mildred June Lige Conley|||
1142,1217||Sundar C Gopika Prakash Raj Tejashree Santhanam VIVEKANANDHAN DEVAR|Badri||
1143,1218|Hearts in Shadow|Louise Lester|||
1144,1219||Marie Prevost Lucille Fay LeSueur Douglass Montgomery Robert Armstrong|Bayard Veiller Lucien Hubbard Charles MacArthur||
1145,1220|Deathstalker II||Neil Ruttenberg Jim Wynorski||
1146,1221||Sverre Anker Ousdal Kjersti Holmen Helge Jordal Nils Johnson|Jon Michelet Richard Harris (television writer)||
1147,1222||Hedwig Eva Maria Kiesler William Clark Gable|Charles Lederer Ben Hecht||
1148,1224||Nazi leaders Adolf Hitler Hermann G?ring|||
1149,1225|The Fighting Lady Academy Award for Documentary Feature||||
1150,1227|Saving Shiloh|Taylor Momsen Jason Scott Dolley Scott Wilson Ann Dowd Jordan Garrett Gerald Lee McRaney|Phyllis Reynolds Naylor||
1151,1228|The Marine|John Cena Robert Patrick Kelly Lee Carlson|Alan B. McElroy Michelle Gallagher||
1152,1229||Sarah Kathleen Heinke|||
1153,1230|The Wood|Omar Hashim Epps Scott Diggs Richard Timothy Jones|Rick Famuyiwa Todd Boyd||
1154,1231|Arrivederci Roma|Mario Lanza Renato Rascel Marisa Allasio|||
1155,1232|Bad Eggs|Brett Swain Mick Molloy Judith Lucy Bill Hunter (actor) Robyn Nevin Nicholas Bell Shaun Micallef Steven Vidler Alan Brough Marshall Napier Pete Smith (announcer) Bob Franklin|Tony Martin (comedian)||
1156,1233|Toys|Arthur Malet Robin Wright-Penn LL Cool J Robin McLaurim Williams Eric Marlon Bishop Deborah Mazar Donald David Dixon Ronald Ou2019Connor Joan Mary Cusack Michael John Gambon John H. Lebzelter|Barry Levinson Valerie Curtin||
1157,1234|Crisis|Gus Dahlstr?m Allan Bohlin Julia C?sar Anna-Lisa Baude Wiktor Andersson|Leck Fischer Ernst Ingmar Bergman||
1158,1235|Prem Rog|Padmini Kohlapure Rishi Kapoor|||
1159,1236|The Chumscrubber|Caroline Goodall Rory Culkin Rita Wilson Justin Chatwin Allison Janney Lou Taylor Pucci Camilla Belle Routh Jamie Bell Glenn Close Ralph Nathaniel Twisleton-Wykeham Fiennes Thomas Curtis (actor) Lauren Michael Holly Carrie-Anne Moss|Arie Posin Zac Stanford||
1160,1237||Wallace Fitzgerald Beery Louise Brooks|Monte Brice Keene Thompson Thomas J. Geraghty||
1161,1238||Ikeda Reiko (u6C60u7530u73B2u5B50) Nahomi Oka Christina Lindberg Y?ko Hori Akemi Negishi Ry?ko Ema|Norifumi Suzuki Tar? Bonten Masahiro Kakefuda||
1162,1239|River Queen|Clifford Vivian Devon Curtis Kiefer William Frederick Dempsey George Rufus Sutherland Samantha Morton Temuera Derek Morrison Anton Lesser|Vincent Ward||
1163,1240||Angeline Brown Nancy Anne Allen Michael Caine|Brian de Palma||
1164,1241||Meenakshi Sheshadri Govinda (actor) Anil Kapoor|Suraj Sanim||
1165,1242|Nostradamus: The Man Who Saw Tomorrow|George Orson Welles|||
1166,1243||Juan Carlos Cobi?n|Enrique Pedro Maroni||
1167,1244||Protacio Dee Charlie Davao Lary Silva Marvic C. Sotto Yoyong Martirez Val Sotto Ritchie Reyes Gloria Sevilla Ever Etafo Yukari Oshima Romy Diaz|||
1168,1245|The Virgin Suicides|Joshua Daniel Hartnett James Howard Woods Kirsten Caroline Dunst Mary Kathleen Turner|Sofia Carmina Coppola Jeffrey Eugenides||
1169,1246|||Micha?l Dudok De Wit||
1170,1247|Go Tell the Spartans|Evan C. Kim Dolph Sweet Burton Stephen Lancaster Jonathan Goldsmith Craig Wasson Marc Singer Joe Unger|Wendell Mayes||
1171,1248||Elizabeth Ruth Grable Gower Champion Marjorie Celeste Belcher John Uhler Lemmon III|Edward Hope||
1172,1249|First Sunday|P. J. Byrne Ice Cube Tracy Morgan|David E. Talbert||
1173,1251||Nikki Griffin Justin Baldoni Marc Bacher Jewel Staite Kellan Lutz|Mohit Ramchandani Ethan Wiley||
1174,1252||Navin Chowdhry Edith Margaret Emily Ashcroft Shirley MacLean Beaty Leigh Lawson Barry Douglas Shabana Azmi Twiggy|Bernice Rubens Ruth Prawer Jhabvala||
1175,1253||Anne Tonelson (narrator)|Bart Winfield Sibrel||
1176,1254|The Spook Who Sat By The Door|Janet League Paula Kelly (actress/dancer) J.A. Preston Lawrence Cook (actor)|Melvin Clay||
1177,1255||Siu-Ming Lau Russel Wong Eric Tsang Cora Miao Yee Keung Victor Wong|Judith Rascoe||
1178,1257|The Feral Generation|Brooke Kinsella Ray Panthaki|Andrew Jones (filmmaker)|Ian Grey   released       = 2007|
1179,1258|Shallow Hal|Gwyneth Kate Paltrow Jason Scott Greenspan Joe Viterelli Jack Black (actor)|Farrelly brothers Sean Moynihan||
1180,1260|Tu00F6rst|Birger Malmsten Eva Henning Birgit Tengroth|Herbert Grevenius Birgit Tengroth||
1181,1261||Victoria Abril Anthony Higgins Charlotte Rampling|Jean-Claude Carri?re Nagisa Oshima||
1182,1262|Luke's Newsie Knockout|Harold Lloyd|||
1183,1263||Gordon Tootoosis Jimmy Herman Colin VanLoon Stacy Da Silva Bernard Starlight|Aaron James Sorensen||
1184,1264|C?sar Award for Best Film Le vieux fusil|Rosemarie Magdalena Albach-Retty Philippe Noiret|Pascal Jardin Claude Veillot||
1185,1265|Steamboy|Katsuo Nakamura Masatane Tsukayama Kiyoshi Kodama Konishi Manami Anne Suzuki|Sadayuki Murai||
1186,1266||Sof?a Vergara James Paul Marsden Scott Speedman|Tony Piccirillo||
1187,1268|Radio Flyer|Elijah Jordan Wood Lorraine Bracco John Heard Joseph Mazzello III|David M. Evans||
1188,1269|Americanese|Joan Chen Allison Sie Kelly Ann Hu Ben Shenkman Christopher Inadomi Tashima|Eric Byler American Knees Shawn Wong||
1189,1270|The Mark of Cain|Shaun Dooley Michael Anthony McNulty Gerard Kearns|Tony Marchant||
1190,1271||Jason Edward Mewes Kevin Patrick Smith|Kevin Smith||
1191,1272|Up Pops the Duke|George Chandler|Jack Townley Ernest Pagano||
1192,1273|Big Money Hustlas||Violent J||
1193,1274|Fourteen Hours|John Richard Basehart Barbara Bel Geddes Paul Douglas (actor)|John Paxton||
1194,1275|A Love Song for Bobby Long|Scarlett Johansson John Joseph Travolta Gabriel Macht|Ronald Everett Capps||
1195,1277||Clare Elizabeth Kramer Dominic Haakon Myrtvedt Purcell|Chris Skinner Brad Keene||
1196,1278|Man-Trap|Stella Stevens Arthur Batanides Elaine Devry Henry Herman McKinnies Jr. David Harold Meyer|Ed Waters John D. MacDonald||
1197,1279||Megumi Hayashibara Megumi Ogata u4E09u77F3u7434u4E43|Hideaki Anno||
1198,1280|8mm 2|Lori Heuring Johnathon Schaech Julie Benz Bruce Davison|Dylan Tarason Robert Sullivan||
1199,1281|||Johan Norberg||
1200,1282|The Rags||James Stevenson John Hambley||
1201,1283|Summer's Tail|Cheng Yi Nung Bryant Chang Hannah Lin Han Dean Fujioka|Jan Fu-Wha Cheng Yi Nung Cheng Wen-Tang||
1202,1284|Ekipazh||||
1203,1286|D.C. Cab|Irene Cara Charlie Barnett (actor) Laurence Tureaud Adam Baldwin Max Gail William Gareth Jacob Busey III|Topper Carew Joel Schumacher||
1204,1287||Jean-Baptiste Maunier Jean-Pierre Marielle Nicolas Duvauchelle Clu00E9mence Guichard Philippe Torreton|Jean Cosmos Alain-Fournier||
1205,1288|Their Vacation|Oliver Hardy|||
1206,1289|||Christophe Honor? Diast?me||
1207,1290||Carlos Estrada Jorge Barreiro Lolita Torres|Abel Santacruz||
1208,1291||Maggie Lacey Ben Fox Paul Leonard Newman|Thornton Wilder||
1209,1292|The Bodyguard|Christopher Birt Kevin Michael Costner Whitney Houston Gary Kemp|Lawrence Kasdan||
1210,1293|White Witch Doctor|Edythe Marrenner Walter Slezak Robert Mitchum|Ben Roberts Ivan Goff||
1211,1294|Raiders of the Lost Ark|Harrison Ford Paul Freeman Denholm Mitchell Elliott Ronald Lacey John Rhys-Davies Karen Jane Allen Wolf Kahler|Philip Kaufman Lawrence Kasdan||
1212,1295||Moammar Rana Jia Ali|||
1213,1296|3000 Miles to Graceland|David James Arquette Kurt Vogel Russell Kevin Michael Costner Thomas McMillen Bokeem Woodbine Courteney Cox Arquette Ice-T Kevin Pollak Howie Long Christian Michael Leonard Hawkins Jonathan Lovitz|Richard Recco Demian Lichtenstein||
1214,1297|Nobel Son|Bryan Greenberg Eliza Patricia Dushku Daniel Michael DeVito Jr. Alan Sidney Patrick Rickman Bill Pullman|Jody Savin Randall Miller||
1215,1298|Robbery|Joanna Jane Salmon Stanley Baker David Geeves|Edward Boyd Peter Yates George Markstein||
1216,1299||Akkineni Nagarjuna Rao Shilpa Shetty Prakash Raj Raghuvaran Soundarya|Tirupathi Swamy||
1217,1300|Against the Ropes||||
1218,1302|Marie Antoinette|Rose Judith Esther Byrne Molly Helen Shannon Stephen John Coogan Elmore Rual Torn Kirsten Caroline Dunst Jason Francesco Schwartzman Judy Davis Asia Aria Anna Maria Vittoria Rossa Argento Marianne Faithfull|Sofia Carmina Coppola Antonia Fraser||
1219,1303|Starship Troopers 2: Hero of the Federation|Brenda Lee Strong Sandrine Holt Kelly Lee Carlson Lawrence Monoson Ed Lauter Richard Burgi|Edward Neumeier||
